,Interface,Access_VLAN,Allowed_VLANs,Channel_Group,Channel_Group_Members,Description,Primary_Address,Switchport,Switchport_Mode,VRF
75,regiona-ce02[Vlan20],,,,[],,172.30.20.2/24,False,NONE,default
76,regiona-ce02[Vlan110],,,,[],,172.30.110.2/24,False,NONE,vrf1
77,regiona-ce02[Vlan120],,,,[],,172.30.120.2/24,False,NONE,vrf1
78,regiona-pe01[GigabitEthernet0/0/0/0],,,,[],,10.1.0.1/30,False,NONE,default
79,regiona-pe01[GigabitEthernet0/0/0/1],,,,[],,172.16.0.1/30,False,NONE,default
80,regiona-pe01[GigabitEthernet0/0/0/2],,,,[],,172.16.1.1/30,False,NONE,default
81,regiona-pe01[GigabitEthernet0/0/0/3],,,,[],,172.16.2.1/30,False,NONE,default
82,regiona-pe01[GigabitEthernet0/0/0/4],,,,[],,,False,NONE,default
83,regiona-pe01[GigabitEthernet0/0/0/5],,,,[],,,False,NONE,default
84,regiona-pe01[GigabitEthernet0/0/0/6],,,,[],,,False,NONE,default
85,regiona-pe01[GigabitEthernet0/0/0/7],,,,[],,,False,NONE,default
86,regiona-pe01[GigabitEthernet0/0/0/8],,,,[],,,False,NONE,default
87,regiona-pe01[GigabitEthernet0/0/0/9],,,,[],,,False,NONE,default
88,regiona-pe01[GigabitEthernet0/0/0/10],,,,[],,,False,NONE,default
89,regiona-pe01[GigabitEthernet0/0/0/11],,,,[],,,False,NONE,default
90,regiona-pe01[GigabitEthernet0/0/0/12],,,,[],,,False,NONE,default
91,regiona-pe01[GigabitEthernet0/0/0/13],,,,[],,,False,NONE,default
92,regiona-pe01[GigabitEthernet0/0/0/14],,,,[],,,False,NONE,default
93,regiona-pe01[GigabitEthernet0/0/0/15],,,,[],,,False,NONE,default
94,regiona-pe01[GigabitEthernet0/0/0/16],,,,[],,,False,NONE,default
95,regiona-pe01[GigabitEthernet0/0/0/17],,,,[],,,False,NONE,default
96,regiona-pe01[GigabitEthernet0/0/0/18],,,,[],,,False,NONE,default
97,regiona-pe01[GigabitEthernet0/0/0/19],,,,[],,,False,NONE,default
98,regiona-pe01[GigabitEthernet0/0/0/20],,,,[],,,False,NONE,default
99,regiona-pe01[GigabitEthernet0/0/0/21],,,,[],,,False,NONE,default
100,regiona-pe01[GigabitEthernet0/0/0/22],,,,[],,,False,NONE,default
101,regiona-pe01[GigabitEthernet0/0/0/23],,,,[],,,False,NONE,default
102,regiona-pe01[GigabitEthernet0/0/0/24],,,,[],,,False,NONE,default
103,regiona-pe01[GigabitEthernet0/0/0/25],,,,[],,,False,NONE,default
104,regiona-pe01[GigabitEthernet0/0/0/26],,,,[],,,False,NONE,default
105,regiona-pe01[GigabitEthernet0/0/0/27],,,,[],,,False,NONE,default
106,regiona-pe01[GigabitEthernet0/0/0/28],,,,[],,,False,NONE,default
107,regiona-pe01[GigabitEthernet0/0/0/29],,,,[],,,False,NONE,default
108,regiona-pe01[GigabitEthernet0/0/0/30],,,,[],,,False,NONE,default
109,regiona-pe01[GigabitEthernet0/0/0/31],,,,[],,,False,NONE,default
110,regiona-pe01[GigabitEthernet0/0/0/32],,,,[],,,False,NONE,default
111,regiona-pe01[GigabitEthernet0/0/0/33],,,,[],,,False,NONE,default
112,regiona-pe01[GigabitEthernet0/0/0/34],,,,[],,,False,NONE,default
113,regiona-pe01[GigabitEthernet0/0/0/35],,,,[],,,False,NONE,default
114,regiona-pe01[GigabitEthernet0/0/0/36],,,,[],,,False,NONE,default
115,regiona-pe01[GigabitEthernet0/0/0/37],,,,[],,,False,NONE,default
116,regiona-pe01[GigabitEthernet0/0/0/38],,,,[],,,False,NONE,default
117,regiona-pe01[GigabitEthernet0/0/0/39],,,,[],,,False,NONE,default
118,regiona-pe01[GigabitEthernet0/0/0/40],,,,[],,,False,NONE,default
119,regiona-pe01[GigabitEthernet0/0/0/41],,,,[],,,False,NONE,default
120,regiona-pe01[GigabitEthernet0/0/0/42],,,,[],,,False,NONE,default
121,regiona-pe01[GigabitEthernet0/0/0/43],,,,[],,,False,NONE,default
122,regiona-pe01[GigabitEthernet0/0/0/44],,,,[],,,False,NONE,default
123,regiona-pe01[GigabitEthernet0/0/0/45],,,,[],,,False,NONE,default
124,regiona-pe01[GigabitEthernet0/0/0/46],,,,[],,,False,NONE,default
125,regiona-pe01[GigabitEthernet0/0/0/47],,,,[],,,False,NONE,default
126,regiona-pe01[GigabitEthernet0/0/0/48],,,,[],,,False,NONE,default
127,regiona-pe01[GigabitEthernet0/0/0/49],,,,[],,,False,NONE,default
128,regiona-pe01[GigabitEthernet0/0/0/50],,,,[],,,False,NONE,default
129,regiona-pe01[GigabitEthernet0/0/0/51],,,,[],,,False,NONE,default
130,regiona-pe01[GigabitEthernet0/0/0/52],,,,[],,,False,NONE,default
131,regiona-pe01[GigabitEthernet0/0/0/53],,,,[],,,False,NONE,default
132,regiona-pe01[GigabitEthernet0/0/0/54],,,,[],,,False,NONE,default
133,regiona-pe01[GigabitEthernet0/0/0/55],,,,[],,,False,NONE,default
134,regiona-pe01[GigabitEthernet0/0/0/56],,,,[],,,False,NONE,default
135,regiona-pe01[GigabitEthernet0/0/0/57],,,,[],,,False,NONE,default
136,regiona-pe01[GigabitEthernet0/0/0/58],,,,[],,,False,NONE,default
137,regiona-pe01[GigabitEthernet0/0/0/59],,,,[],,,False,NONE,default
138,regiona-pe01[GigabitEthernet0/0/0/60],,,,[],,,False,NONE,default
139,regiona-pe01[GigabitEthernet0/0/0/61],,,,[],,,False,NONE,default
140,regiona-pe01[GigabitEthernet0/0/0/62],,,,[],,,False,NONE,default
141,regiona-pe01[GigabitEthernet0/0/0/63],,,,[],,,False,NONE,default
142,regiona-pe01[GigabitEthernet0/0/0/64],,,,[],,,False,NONE,default
143,regiona-pe01[GigabitEthernet0/0/0/65],,,,[],,,False,NONE,default
144,regiona-pe01[GigabitEthernet0/0/0/66],,,,[],,,False,NONE,default
145,regiona-pe01[GigabitEthernet0/0/0/67],,,,[],,,False,NONE,default
146,regiona-pe01[GigabitEthernet0/0/0/68],,,,[],,,False,NONE,default
147,regiona-pe01[GigabitEthernet0/0/0/69],,,,[],,,False,NONE,default
148,regiona-pe01[GigabitEthernet0/0/0/70],,,,[],,,False,NONE,default
149,regiona-pe01[GigabitEthernet0/0/0/71],,,,[],,,False,NONE,default
150,regiona-pe01[GigabitEthernet0/0/0/72],,,,[],,,False,NONE,default
151,regiona-pe01[GigabitEthernet0/0/0/73],,,,[],,,False,NONE,default
152,regiona-pe01[GigabitEthernet0/0/0/74],,,,[],,,False,NONE,default
153,regiona-pe01[GigabitEthernet0/0/0/75],,,,[],,,False,NONE,default
154,regiona-pe01[GigabitEthernet0/0/0/76],,,,[],,,False,NONE,default
155,regiona-pe01[GigabitEthernet0/0/0/77],,,,[],,,False,NONE,default
156,regiona-pe01[GigabitEthernet0/0/0/78],,,,[],,,False,NONE,default
157,regiona-pe01[GigabitEthernet0/0/0/79],,,,[],,,False,NONE,default
158,regiona-pe01[GigabitEthernet0/0/0/80],,,,[],,,False,NONE,default
159,regiona-pe01[GigabitEthernet0/0/0/81],,,,[],,,False,NONE,default
160,regiona-pe01[GigabitEthernet0/0/0/82],,,,[],,,False,NONE,default
161,regiona-pe01[GigabitEthernet0/0/0/83],,,,[],,,False,NONE,default
162,regiona-pe01[GigabitEthernet0/0/0/84],,,,[],,,False,NONE,default
